,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
9713,"[53, 80, 27]",10375,en,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,3.2375,2002-01-04,D-Tox,5.583,696
9714,"[27, 53]",1975,en,"A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo, a mean high school prank goes horribly wrong, and strange things begin happening in a Chicago apartment building.",2.601,2006-10-12,The Grudge 2,5.582,1098
9715,[35],57431,en,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",2.5076,2011-12-09,The Sitter,5.581,995
9716,"[14, 27, 28, 12]",456740,en,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",6.0188,2019-04-10,Hellboy,5.58,3642
9717,"[28, 12, 80, 18, 53]",13572,en,"Recently promoted and transferred to the homicide division, Inspector Jessica Shepard feels pressure to prove herself -- and what better way than by solving San Francisco's latest murder? However, as Shepard and her partner, Mike Delmarco, soon discover, the victim shared a romantic connection to her. As more of Shepard's ex-lovers turn up dead, her mind starts to become unstable, and she begins to wonder if she could be the very killer she's trying to track down.",5.6044,2004-02-27,Twisted,5.582,588
9718,"[35, 18]",744594,en,"Jack Gladney, professor of Hitler studies at The-College-on-the-Hill, husband to Babette, and father to four children/stepchildren, is torn asunder by a chemical spill from a rail car that releases an ""Airborne Toxic Event"" forcing Jack to confront his biggest fear - his own mortality.",2.7291,2022-11-25,White Noise,5.579,781
9719,"[878, 12, 28]",1927,en,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",10.2511,2003-06-19,Hulk,5.578,6169
9720,[35],219318,fr,"The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.",2.3556,2013-10-02,The Volcano,5.585,673
9721,"[53, 28]",195590,en,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Cologne’s autobahns.",2.4494,2016-06-10,Collide,5.577,631
9722,"[53, 27]",10727,en,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",1.1988,2003-01-24,Darkness Falls,5.577,641
9723,"[27, 35, 878]",68684,en,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.",1.3444,2012-04-06,Detention,5.6,409
9724,"[27, 53]",14435,en,"Ten years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party.",7.6076,2009-01-16,My Bloody Valentine,5.577,1281
9725,"[10751, 16, 12, 35, 10752]",14175,en,"Set in 1944, Valiant is a woodland pigeon who wants to become a great hero someday. When he hears they are hiring recruits for the Royal Homing Pigeon Service, he immediately sets out for London. On the way, he meets a smelly but friendly pigeon named Bugsy, who joins him, mainly to get away from clients he cheated in a game of find-the pebble, and helps him sign up for the war.",2.5806,2005-03-25,Valiant,5.576,950
9726,"[35, 10751, 12]",13767,en,"Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa.",4.2928,2006-11-02,The Santa Clause 3: The Escape Clause,5.576,1152
9727,"[27, 9648, 53]",241257,en,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",4.0622,2015-10-01,Regression,5.575,1863
9728,[35],82679,en,"Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. Accompanied by her best friend and two nerdy classmates, Wren needs to find her brother before her mom finds out.",4.8299,2012-10-24,Fun Size,5.574,445
9729,"[27, 35]",346671,en,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",1.7189,2017-08-08,Little Evil,5.573,972
9730,[35],288171,en,"With Blue Mountain State football star Thad Castle recently signing a multi-million dollar NFL contract, his teammates and college life seem like a distant memory. However, when a new school dean threatens to clean up the BMS image by auctioning off the infamous Goat House, Alex, Sammy and the boys must find a way to convince him to get involved. Despite his new fortune and fame, there is one small favor that Thad needs done before he saves the day: the biggest booze-and-sloot fest in BMS history. Welcome to Thadland!",0.8995,2016-02-02,Blue Mountain State: The Rise of Thadland,5.6,313
9731,"[35, 10749]",174316,en,"Young writer Sam has a crush on Birdie, the cute and quirky barista at his local coffee shop. When his conventional attempts to woo her crash and burn, he takes his efforts online, creating an Internet profile embellished with all of the details that would make him Birdie’s dream guy. When the harebrained scheme is a surprise success and Birdie falls for his exaggerated alter ego, Sam must keep up the act or lose his dream girl forever.",0.9886,2013-11-06,A Case of You,5.573,317
9732,"[10749, 35, 18]",1096342,en,"Abby and Travis wake after a crazy night in Vegas as accidental newlyweds! With the mob on their heels, they flee to Mexico for a wild, weird honeymoon—but are they in for another disaster?",8.0108,2024-01-24,Beautiful Wedding,5.572,306
9733,[35],100042,en,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",5.0535,2014-11-12,Dumb and Dumber To,5.572,3356
9734,"[35, 10751]",20737,en,A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,4.7432,1997-08-01,Air Bud,5.572,503
9735,"[27, 53]",9793,en,A group of National Guard trainees on a routine mission find themselves up against cannibalistic mutants in the New Mexico desert.,3.1831,2007-03-22,The Hills Have Eyes 2,5.571,1573
9736,[35],42441,it,Four different stories about italian football team’s supporter.,0.6921,1999-10-01,Tifosi,5.6,348
9737,"[35, 10751, 16, 12]",41515,en,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",3.5382,2010-12-17,Yogi Bear,5.57,925
9738,"[27, 53]",12521,en,"About to be electrocuted for a catalog of heinous crimes, the unrepentant Horace Pinker transforms into a terrifying energy source. Only young athlete Jonathan Parker, with an uncanny connection to him through bizarre dreams, can fight the powerful demon.",2.6325,1989-03-23,Shocker,5.56,455
9739,"[35, 878, 10402, 10749]",2210,en,"In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",2.7759,1988-09-08,Earth Girls Are Easy,5.57,399
9740,"[878, 27, 53]",1125510,es,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",4.9991,2024-09-27,The Platform 2,5.57,1363
9741,"[27, 9648, 53]",9022,en,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",1.3064,2006-09-09,All the Boys Love Mandy Lane,5.568,694
9742,"[35, 10749]",823461,en,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes, but is he everything he appears to be?",0.767,2021-06-23,Good on Paper,5.567,330
9743,"[18, 27, 53]",1214509,en,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse.",3.5053,2024-05-31,In a Violent Nature,5.566,504
